     timestamp        |   TestCR   |         NW arch         |       NW Activation Funcs      | epoch | initLR | LRthres | LRtype | LRScaling | momLower | momUpper | dropType | earlySt | maxFail | weightInit |   L1  |   L2  | maxNorm
04-03-18_21-46-28-492 |     0.4374 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |      10 |      1 |     0.850 |       10 |       40 |        0 |       1 |       5 |          3 | 0.000 | 0.003 |  0.000
04-03-18_21-47-55-172 |     0.4249 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |      10 |      1 |     0.850 |       10 |       40 |        0 |       1 |       5 |          3 | 0.000 | 0.005 |  0.000
04-03-18_21-49-17-251 |     0.4104 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |      10 |      1 |     0.850 |       10 |       40 |        0 |       1 |       5 |          3 | 0.000 | 0.008 |  0.000
04-03-18_22-21-38-770 |     0.4185 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       1 |      2 |     0.850 |        1 |       40 |        0 |       1 |       5 |          3 | 0.000 | 0.001 |  0.000
04-03-18_22-23-50-081 |     0.4244 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       1 |      2 |     0.850 |        1 |       40 |        0 |       1 |       5 |          3 | 0.000 | 0.003 |  0.000
04-03-18_22-25-46-588 |     0.4296 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       1 |      2 |     0.850 |        1 |       40 |        0 |       1 |       5 |          3 | 0.000 | 0.005 |  0.000
04-03-18_22-28-40-157 |     0.4335 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       1 |      2 |     0.850 |        1 |       40 |        0 |       1 |       5 |          3 | 0.000 | 0.008 |  0.000
04-03-18_22-31-54-228 |     0.4257 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       1 |      2 |     0.850 |        1 |       40 |        0 |       1 |       5 |          3 | 0.000 | 0.010 |  0.000
04-03-18_22-38-44-721 |     0.3892 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       1 |      2 |     0.850 |        1 |       40 |        0 |       1 |       5 |          3 | 0.000 | 0.030 |  0.000
04-03-18_22-39-51-690 |     0.3633 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       1 |      2 |     0.850 |        1 |       40 |        0 |       1 |       5 |          3 | 0.000 | 0.050 |  0.000
04-03-18_22-40-49-904 |     0.3070 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       1 |      2 |     0.850 |        1 |       40 |        0 |       1 |       5 |          3 | 0.000 | 0.080 |  0.000
04-03-18_22-41-40-998 |     0.2689 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       1 |      2 |     0.850 |        1 |       40 |        0 |       1 |       5 |          3 | 0.000 | 0.100 |  0.000
04-03-18_22-48-25-002 |     0.2449 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       1 |      2 |     0.850 |        1 |       40 |        0 |       1 |       5 |          3 | 0.000 | 0.300 |  0.000
04-03-18_22-55-07-598 |     0.2449 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       1 |      2 |     0.850 |        1 |       40 |        0 |       1 |       5 |          3 | 0.000 | 0.500 |  0.000
04-03-18_23-01-58-077 |     0.2449 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       1 |      2 |     0.850 |        1 |       40 |        0 |       1 |       5 |          3 | 0.000 | 0.800 |  0.000
05-03-18_15-01-06-844 |     0.4140 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |      10 |      1 |     0.990 |       10 |       40 |        0 |       1 |       5 |          3 | 0.000 | 0.000 |  0.000
05-03-18_15-08-33-872 |     0.4202 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       1 |      2 |     0.850 |        1 |       40 |        0 |       1 |       5 |          3 | 0.000 | 0.000 |  0.000
06-03-18_14-50-59-854 |     0.4205 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |       1 |      2 |     0.990 |        1 |       40 |        0 |       1 |       5 |          3 |0.00001| 0.000 |  0.000
06-03-18_14-51-58-956 |     0.4296 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |       1 |      2 |     0.990 |        1 |       40 |        0 |       1 |       5 |          3 |0.0001 | 0.000 |  0.000
06-03-18_14-52-38-904 |     0.3745 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |       1 |      2 |     0.990 |        1 |       40 |        0 |       1 |       5 |          3 |0.0005 | 0.000 |  0.000
06-03-18_14-53-17-705 |     0.3683 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |       1 |      2 |     0.990 |        1 |       40 |        0 |       1 |       5 |          3 |0.0009 | 0.000 |  0.000
06-03-18_14-53-58-676 |     0.3541 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |       1 |      2 |     0.990 |        1 |       40 |        0 |       1 |       5 |          3 | 0.001 | 0.000 |  0.000
06-03-18_14-54-37-422 |     0.2449 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |       1 |      2 |     0.990 |        1 |       40 |        0 |       1 |       5 |          3 | 0.002 | 0.000 |  0.000
06-03-18_14-56-09-545 |     0.2449 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |       1 |      2 |     0.990 |        1 |       40 |        0 |       1 |       5 |          3 | 0.003 | 0.000 |  0.000
06-03-18_14-57-29-673 |     0.2449 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |       1 |      2 |     0.990 |        1 |       40 |        0 |       1 |       5 |          3 | 0.004 | 0.000 |  0.000
06-03-18_14-58-37-448 |     0.2449 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |       1 |      2 |     0.990 |        1 |       40 |        0 |       1 |       5 |          3 | 0.005 | 0.000 |  0.000
06-03-18_15-00-03-210 |     0.2449 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |       1 |      2 |     0.990 |        1 |       40 |        0 |       1 |       5 |          3 | 0.006 | 0.000 |  0.000
06-03-18_15-01-19-247 |     0.2449 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |       1 |      2 |     0.990 |        1 |       40 |        0 |       1 |       5 |          3 | 0.007 | 0.000 |  0.000
06-03-18_15-03-10-720 |     0.2449 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |       1 |      2 |     0.990 |        1 |       40 |        0 |       1 |       5 |          3 | 0.008 | 0.000 |  0.000
06-03-18_15-27-51-594 |     0.4113 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |       1 |      2 |     0.990 |        1 |       40 |        0 |       1 |       5 |          3 |0.0003 | 0.000 |  0.000
06-03-18_15-28-44-294 |     0.4185 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |       1 |      2 |     0.990 |        1 |       40 |        0 |       1 |       5 |          3 |0.00008| 0.000 |  0.000
06-03-18_15-29-35-429 |     0.4210 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |       1 |      2 |     0.990 |        1 |       40 |        0 |       1 |       5 |          3 |0.00005| 0.000 |  0.000
06-03-18_15-30-41-263 |     0.4299 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |       1 |      2 |     0.990 |        1 |       40 |        0 |       1 |       5 |          3 |0.00003| 0.000 |  0.000
06-03-18_15-47-35-845 |     0.2449 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |      10 |      1 |     0.850 |       10 |       40 |        0 |       1 |       5 |          3 |0.0080 | 0.000 |  0.000
06-03-18_15-48-45-028 |     0.2449 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |      10 |      1 |     0.850 |       10 |       40 |        0 |       1 |       5 |          3 |0.0050 | 0.000 |  0.000
06-03-18_15-49-47-050 |     0.2449 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |      10 |      1 |     0.850 |       10 |       40 |        0 |       1 |       5 |          3 |0.0030 | 0.000 |  0.000
06-03-18_15-50-26-197 |     0.3550 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |      10 |      1 |     0.850 |       10 |       40 |        0 |       1 |       5 |          3 |0.0010 | 0.000 |  0.000
06-03-18_16-20-39-813 |     0.3658 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |      10 |      1 |     0.850 |       10 |       40 |        0 |       1 |       5 |          3 |0.0008 | 0.000 |  0.000
06-03-18_16-21-26-304 |     0.3840 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |      10 |      1 |     0.850 |       10 |       40 |        0 |       1 |       5 |          3 |0.0005 | 0.000 |  0.000
06-03-18_16-24-03-326 |     0.4244 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |      10 |      1 |     0.850 |       10 |       40 |        0 |       1 |       5 |          3 |0.0003 | 0.000 |  0.000
06-03-18_16-25-08-018 |     0.4210 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |      10 |      1 |     0.850 |       10 |       40 |        0 |       1 |       5 |          3 |0.0001 | 0.000 |  0.000
06-03-18_16-26-17-260 |     0.4291 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |      10 |      1 |     0.850 |       10 |       40 |        0 |       1 |       5 |          3 |0.00008| 0.000 |  0.000
06-03-18_16-27-20-598 |     0.4310 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |      10 |      1 |     0.850 |       10 |       40 |        0 |       1 |       5 |          3 |0.00005| 0.000 |  0.000
06-03-18_16-28-17-008 |     0.4182 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |      10 |      1 |     0.850 |       10 |       40 |        0 |       1 |       5 |          3 |0.00003| 0.000 |  0.000
06-03-18_16-29-14-707 |     0.4277 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |      10 |      1 |     0.850 |       10 |       40 |        0 |       1 |       5 |          3 |0.00001| 0.000 |  0.000
06-03-18_16-59-40-653 |     0.3968 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       1 |      2 |     0.850 |        1 |       40 |        0 |       1 |       5 |          3 |0.0008 | 0.000 |  0.000
06-03-18_17-02-49-191 |     0.4216 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       1 |      2 |     0.850 |        1 |       40 |        0 |       1 |       5 |          3 |0.0005 | 0.000 |  0.000
06-03-18_17-04-40-766 |     0.4255 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       1 |      2 |     0.850 |        1 |       40 |        0 |       1 |       5 |          3 |0.0003 | 0.000 |  0.000
06-03-18_17-06-10-315 |     0.4154 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       1 |      2 |     0.850 |        1 |       40 |        0 |       1 |       5 |          3 |0.0001 | 0.000 |  0.000
06-03-18_17-07-35-712 |     0.4288 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       1 |      2 |     0.850 |        1 |       40 |        0 |       1 |       5 |          3 |0.00008| 0.000 |  0.000
06-03-18_17-09-07-858 |     0.4291 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       1 |      2 |     0.850 |        1 |       40 |        0 |       1 |       5 |          3 |0.00005| 0.000 |  0.000
06-03-18_17-10-23-090 |     0.4182 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       1 |      2 |     0.850 |        1 |       40 |        0 |       1 |       5 |          3 |0.00003| 0.000 |  0.000
06-03-18_17-11-40-246 |     0.4166 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       1 |      2 |     0.850 |        1 |       40 |        0 |       1 |       5 |          3 |0.00001| 0.000 |  0.000
06-03-18_17-24-46-990 |     0.2449 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       1 |      2 |     0.850 |        1 |       40 |        0 |       1 |       5 |          3 | 0.008 | 0.000 |  0.000
06-03-18_17-30-17-529 |     0.2449 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       1 |      2 |     0.850 |        1 |       40 |        0 |       1 |       5 |          3 | 0.005 | 0.000 |  0.000
06-03-18_17-32-00-663 |     0.3761 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       1 |      2 |     0.850 |        1 |       40 |        0 |       1 |       5 |          3 | 0.001 | 0.000 |  0.000
06-03-18_17-35-20-860 |     0.2995 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       1 |      2 |     0.850 |        1 |       40 |        0 |       1 |       5 |          3 | 0.003 | 0.000 |  0.000
06-03-18_18-45-17-948 |     0.4283 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       1 |      2 |     0.850 |        1 |       40 |        0 |       1 |       5 |          3 |0.00005| 0.008 |  0.000
06-03-18_18-47-45-141 |     0.4327 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |       1 |      2 |     0.850 |        1 |       40 |        0 |       1 |       5 |          3 |0.00005| 0.008 |  0.000
06-03-18_18-49-59-248 |     0.4352 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0500 |       1 |      1 |     0.850 |        1 |       40 |        0 |       1 |       5 |          3 |0.00005| 0.008 |  0.000
07-03-18_20-28-48-302 |     0.4152 |   500   500  1000     7 |leakyReLu leakyReLu leakyReLu softmax |   100 | 0.0125 |       1 |      2 |     0.900 |        1 |       40 |        0 |       1 |       5 |          3 | 0.000 | 0.000 |  0.000
07-03-18_20-30-43-304 |     0.4260 |   500   500  1000     7 |leakyReLu leakyReLu leakyReLu softmax |    50 | 0.0125 |       1 |      2 |     0.900 |        1 |       40 |        0 |       1 |       5 |          3 | 0.000 | 0.000 |  0.000
07-03-18_20-54-23-551 |     0.4765 |   750   750   500     7 |leakyReLu leakyReLu leakyReLu softmax |   100 | 0.0500 |       1 |      2 |     0.995 |        1 |        2 |        1 |       0 |       5 |          3 | 0.000 | 0.000 |  0.000
07-03-18_21-07-27-635 |     0.4728 |   750     7 |leakyReLu softmax |   100 | 0.0250 |       1 |      2 |     0.950 |        1 |        2 |        1 |       0 |       5 |          3 | 0.000 | 0.000 |  0.000
07-03-18_21-19-08-681 |     0.4790 |   750     7 |leakyReLu softmax |   100 | 0.0250 |       1 |      2 |     0.970 |        1 |        2 |        1 |       0 |       5 |          3 | 0.000 | 0.000 |  0.000
07-03-18_21-38-26-035 |     0.4809 |   750   750   500     7 |leakyReLu leakyReLu leakyReLu softmax |   100 | 0.0500 |       1 |      2 |     0.995 |        1 |        2 |        1 |       0 |       5 |          3 | 0.000 | 0.000 |  0.000
07-03-18_21-56-07-172 |     0.4862 |   750   750   500     7 |   ReLu    ReLu    sigm softmax |   100 | 0.0500 |       1 |      2 |     0.995 |        1 |        2 |        1 |       0 |       5 |          3 | 0.000 | 0.000 |  0.000
07-03-18_22-00-37-845 |     0.4207 |   500   500  1000     7 |   ReLu    ReLu    sigm softmax |    50 | 0.0125 |       1 |      2 |     0.900 |        1 |       40 |        0 |       1 |       5 |          3 | 0.000 | 0.000 |  0.000
07-03-18_22-07-13-613 |     0.3391 |   500   500  1000     7 |   sigm    sigm    sigm softmax |    50 | 0.0125 |       1 |      2 |     0.900 |        1 |       40 |        0 |       1 |       5 |          3 | 0.000 | 0.000 |  0.000
08-03-18_21-21-11-575 |     0.4001 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |      10 |      1 |     0.850 |       10 |       40 |        0 |       1 |       5 |          3 | 0.000 | 0.000 |  0.000
08-03-18_21-22-47-883 |     0.4171 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       5 |      1 |     0.850 |       10 |       40 |        0 |       1 |       5 |          3 | 0.000 | 0.000 |  0.000
08-03-18_21-26-17-770 |     0.4101 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       1 |      1 |     0.850 |       10 |       40 |        0 |       1 |       5 |          3 | 0.000 | 0.000 |  0.000
08-03-18_21-28-14-942 |     0.4126 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |      10 |      2 |     0.850 |       10 |       40 |        0 |       1 |       5 |          3 | 0.000 | 0.000 |  0.000
08-03-18_21-29-43-183 |     0.4093 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       5 |      2 |     0.850 |       10 |       40 |        0 |       1 |       5 |          3 | 0.000 | 0.000 |  0.000
08-03-18_21-31-31-421 |     0.4182 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       1 |      2 |     0.850 |       10 |       40 |        0 |       1 |       5 |          3 | 0.000 | 0.000 |  0.000
08-03-18_21-35-18-749 |     0.4138 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       2 |      3 |     0.850 |       10 |       40 |        0 |       1 |       5 |          3 | 0.000 | 0.000 |  0.000
08-03-18_21-38-07-106 |     0.4135 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |       5 |      3 |     0.850 |       10 |       40 |        0 |       1 |       5 |          3 | 0.000 | 0.000 |  0.000
08-03-18_21-39-56-569 |     0.4182 |   500   500  1000     7 |   ReLu    ReLu    ReLu softmax |    50 | 0.0125 |      10 |      3 |     0.850 |       10 |       40 |        0 |       1 |       5 |          3 | 0.000 | 0.000 |  0.000
08-03-18_22-25-43-260 |     0.4882 |   750   750   500     7 |   ReLu    ReLu    ReLu softmax |   150 | 0.0500 |       1 |      2 |     0.995 |        1 |       40 |        1 |       0 |       5 |          3 | 0.000 | 0.000 |  0.000
08-03-18_22-53-05-490 |     0.4801 |   750   750   500     7 |   ReLu    ReLu    ReLu softmax |   150 | 0.0500 |       1 |      2 |     0.995 |        1 |       40 |        1 |       0 |       5 |          3 | 0.000 | 0.000 |  0.000
08-03-18_23-13-59-708 |     0.4887 |   750   750   500     7 |   ReLu    ReLu    ReLu softmax |   125 | 0.0500 |       1 |      2 |     0.995 |        1 |        2 |        1 |       0 |       5 |          3 | 0.000 | 0.000 |  0.000
08-03-18_23-31-38-933 |     0.4851 |   750   750   500     7 |   ReLu    ReLu    ReLu softmax |   100 | 0.0500 |       1 |      2 |     0.995 |        1 |        2 |        1 |       0 |       5 |          3 | 0.000 | 0.000 |  0.000
